Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Afghanistan,AFG,Age dependency ratio (% of working-age population),SP.POP.DPND,93.0424476640396,92.0121249200047,90.5430941060045,89.0914511265535,87.649321552026,85.9595495980435
Afghanistan,AFG,"Age dependency ratio, old",SP.POP.DPND.OL,4.6442456380075,4.60635088670088,4.57268660954771,4.55160703424134,4.53690097986338,4.4945527274917
Afghanistan,AFG,"Age dependency ratio, young",SP.POP.DPND.YG,88.3982020260321,87.4057740333038,85.9704074964568,84.5398440923121,83.1124205721626,81.4649968705518
Afghanistan,AFG,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,604055,613241.5,619342.5,630113,641785,654182.5
Afghanistan,AFG,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,634146,643422,649299,660153,671899,684489
Afghanistan,AFG,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,579969,594271.5,604954.5,611861.5,622986.5,635494.5
Afghanistan,AFG,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,607792,622632,633543.5,640358,651606,664222.5
Afghanistan,AFG,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,561900,574987,590368.5,601559,608675,620416
Afghanistan,AFG,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,589502.5,602822.5,618769,630210,637236,649106.5
Afghanistan,AFG,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,538696.5,558333,572266,587992,599319,606964.5
Afghanistan,AFG,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,565707.5,585854.5,600025.5,616316.5,627897,635463
Afghanistan,AFG,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,519726.5,536090.5,556386,570582.5,586397.5,598152
Afghanistan,AFG,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,546368,562980.5,583782,598209.5,614589.5,626606
Afghanistan,AFG,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,508461,517757,534672,555158,569424.5,585588.5
Afghanistan,AFG,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,535067,544272,561427.5,582408.5,596905.5,613639
Afghanistan,AFG,"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,493220.5,506913,516679,533753,554285,568848.5
Afghanistan,AFG,"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,519336,533400.5,543067.5,560372,581396,596193
Afghanistan,AFG,"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,493465,491971,506051.5,515956.5,533072.5,553848
Afghanistan,AFG,"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,519839.5,517981.5,532425,542223.5,559567,580835.5
Afghanistan,AFG,"Age population, age 08, female, interpolated",SP.POP.AG08.FE.IN,497245,492404.5,491259,505449,515396.5,532725.5
Afghanistan,AFG,"Age population, age 08, male, interpolated",SP.POP.AG08.MA.IN,523881.5,518683.5,517171,531717.5,541556,559112
Afghanistan,AFG,"Age population, age 09, female, interpolated",SP.POP.AG09.FE.IN,483448.5,496312,491773,490735,504959,515098.5
Afghanistan,AFG,"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN,509301,522858,517961.5,516556.5,531132,541162
Afghanistan,AFG,"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN,470740,482605.5,495722,491279.5,490287,504684
Afghanistan,AFG,"Age population, age 10, male, interpolated",SP.POP.AG10.MA.IN,495930.5,508377.5,522186,517388,516025,530769.5
Afghanistan,AFG,"Age population, age 11, female, interpolated",SP.POP.AG11.FE.IN,461803,469920,482036,495226,490833.5,490034
Afghanistan,AFG,"Age population, age 11, male, interpolated",SP.POP.AG11.MA.IN,486691,495041,507734,521617,516864.5,515686.5
Afghanistan,AFG,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,451626.5,460912.5,469324,481518.5,494752.5,490599.5
Afghanistan,AFG,"Age population, age 12, male, interpolated",SP.POP.AG12.MA.IN,476226.5,485747.5,494380.5,507153,521070.5,516540.5
Afghanistan,AFG,"Age population, age 13, female, interpolated",SP.POP.AG13.FE.IN,440070.5,450556.5,460239,468748,481003.5,494560
Afghanistan,AFG,"Age population, age 13, male, interpolated",SP.POP.AG13.MA.IN,463962,475120,485004,493727.5,506550,520755.5
Afghanistan,AFG,"Age population, age 14, female, interpolated",SP.POP.AG14.FE.IN,427691,438702.5,449753,459560,468162,480899
Afghanistan,AFG,"Age population, age 14, male, interpolated",SP.POP.AG14.MA.IN,450569,462565.5,474214.5,484188.5,492988.5,506245
Afghanistan,AFG,"Age population, age 15, female, interpolated",SP.POP.AG15.FE.IN,415332,425917.5,437727.5,448939,458875.5,468181
Afghanistan,AFG,"Age population, age 15, male, interpolated",SP.POP.AG15.MA.IN,437249,448762,461423.5,473153,483232,492678.5
Afghanistan,AFG,"Age population, age 16, female, interpolated",SP.POP.AG16.FE.IN,402969.5,413076.5,424739.5,436755,448139.5,459039
Afghanistan,AFG,"Age population, age 16, male, interpolated",SP.POP.AG16.MA.IN,423483.5,434942.5,447333,460063.5,471932.5,482909
Afghanistan,AFG,"Age population, age 17, female, interpolated",SP.POP.AG17.FE.IN,390512.5,400197.5,411683.5,423602,435837,448462
Afghanistan,AFG,"Age population, age 17, male, interpolated",SP.POP.AG17.MA.IN,409227.5,420635.5,433206.5,445658,458565,471601
Afghanistan,AFG,"Age population, age 18, female, interpolated",SP.POP.AG18.FE.IN,378350,387238.5,398597,410387,422572,436318.5
Afghanistan,AFG,"Age population, age 18, male, interpolated",SP.POP.AG18.MA.IN,395395,405839.5,418582.5,431196,443864,458208.5
Afghanistan,AFG,"Age population, age 19, female, interpolated",SP.POP.AG19.FE.IN,365425.5,374629.5,385455.5,397160.5,409258.5,423198
Afghanistan,AFG,"Age population, age 19, male, interpolated",SP.POP.AG19.MA.IN,380833,391499.5,403462,416201,429064.5,443427.5
Afghanistan,AFG,"Age population, age 20, female, interpolated",SP.POP.AG20.FE.IN,351280.5,361344,372698,383907,395954,410004
Afghanistan,AFG,"Age population, age 20, male, interpolated",SP.POP.AG20.MA.IN,365289,376506,388821.5,400719.5,413734.5,428514.5
Afghanistan,AFG,"Age population, age 21, female, interpolated",SP.POP.AG21.FE.IN,335834.5,346940,359308.5,371070,382645.5,396789
Afghanistan,AFG,"Age population, age 21, male, interpolated",SP.POP.AG21.MA.IN,348806.5,360642,373602,385798.5,397996.5,413097
Afghanistan,AFG,"Age population, age 22, female, interpolated",SP.POP.AG22.FE.IN,319434.5,331338,344844,357634,369776,383538.5
Afghanistan,AFG,"Age population, age 22, male, interpolated",SP.POP.AG22.MA.IN,331466,343975,357628.5,370446,382954.5,397351.5
Afghanistan,AFG,"Age population, age 23, female, interpolated",SP.POP.AG23.FE.IN,302997,314879.5,329224,343155,356329.5,370696
Afghanistan,AFG,"Age population, age 23, male, interpolated",SP.POP.AG23.MA.IN,314080,326577.5,340964.5,354488.5,367622.5,382377
Afghanistan,AFG,"Age population, age 24, female, interpolated",SP.POP.AG24.FE.IN,286714.5,298464,312782,327548,341858.5,357249.5
Afghanistan,AFG,"Age population, age 24, male, interpolated",SP.POP.AG24.MA.IN,296897,309231,323639.5,337919.5,351756.5,367134.5
Afghanistan,AFG,"Age population, age 25, female, interpolated",SP.POP.AG25.FE.IN,271220.5,282270,296409,311140,326275.5,342757.5
Afghanistan,AFG,"Age population, age 25, male, interpolated",SP.POP.AG25.MA.IN,280610.5,292155,306397,320720.5,335305,351348.5
Afghanistan,AFG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.803,37.936,37.342,36.927,36.466,36.051
Afghanistan,AFG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.331,7.077,7.027,6.981,6.791,7.113
Afghanistan,AFG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.405,5.262,5.129,5.002,4.87,4.75
Afghanistan,AFG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,64.576,65.096,66.099,66.458,66.677,65.432
Afghanistan,AFG,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,60.76,61.193,60.105,59.923,60.619,59.866
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.659,63.136,63.016,63.081,63.565,62.575
Afghanistan,AFG,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,209.573,204.096,196.522,193.284,190.261,210.053
Afghanistan,AFG,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,278.424,274.045,311.655,319.849,305.768,318.587
Afghanistan,AFG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,53,51.1,49.4,47.8,46.3,44.8
Afghanistan,AFG,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,49.5,47.7,46,44.5,42.9,41.5
Afghanistan,AFG,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,56.3,54.4,52.6,51,49.4,47.9
Afghanistan,AFG,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,40.4,39.2,38,37,36,35
Afghanistan,AFG,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,70.2,67.2,64.6,62.2,59.9,57.8
Afghanistan,AFG,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,66.6,63.6,61,58.7,56.3,54.2
Afghanistan,AFG,"Mortality rate, under-5, male (per 1,000)",SH.DYN.MORT.MA,73.7,70.7,68.1,65.6,63.3,61.1
Afghanistan,AFG,Net migration,SM.POP.NETM,-281739,-90238,-47090,-47205,-8082,166821
Afghanistan,AFG,Number of deaths ages 10-14 years,SH.DTH.1014,2363,2172,2050,1958,1879,1823
Afghanistan,AFG,Number of deaths ages 10-19 years,SH.DTH.1019,13112,13503,13746,13917,13900,13821
Afghanistan,AFG,Number of deaths ages 15-19 years,SH.DTH.1519,10749,11331,11696,11959,12021,11998
Afghanistan,AFG,Number of deaths ages 20-24 years,SH.DTH.2024,11597,12284,12883,13358,13731,14047
Afghanistan,AFG,Number of deaths ages 5-14 years,SH.DTH.0514,..,..,..,..,..,..
Afghanistan,AFG,Number of deaths ages 5-9 years,SH.DTH.0509,3519,3187,2972,2842,2751,2678
Afghanistan,AFG,Number of infant deaths,SH.DTH.IMRT,68040,66650,64828,63723,62760,61872
Afghanistan,AFG,"Number of infant deaths, female",SH.DTH.IMRT.FE,30934,30252,29408,28876,28396,27938
Afghanistan,AFG,"Number of infant deaths, male",SH.DTH.IMRT.MA,37106,36398,35420,34847,34364,33934
Afghanistan,AFG,Number of neonatal deaths,SH.DTH.NMRT,53137,51536,50606,50054,49514,48991
Afghanistan,AFG,Number of under-five deaths,SH.DTH.MORT,88672,86617,84127,82306,80677,79117
Afghanistan,AFG,"Number of under-five deaths, female",SH.DTH.MORT.FE,40872,39838,38634,37790,36927,36174
Afghanistan,AFG,"Number of under-five deaths, male",SH.DTH.MORT.MA,47800,46779,45493,44516,43750,42943
Afghanistan,AFG,"Population ages 00-04, female",SP.POP.0004.FE,2804347,2876923,2943318,3002108,3059163,3115209
Afghanistan,AFG,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,16.8105623207598,16.8090286690953,16.7094178381016,16.5524672971651,16.377473859205,16.1577842865612
Afghanistan,AFG,"Population ages 00-04, male",SP.POP.0004.MA,2943516,3017711,3085419,3145247,3203228,3259887
Afghanistan,AFG,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,17.2423360400266,17.2235342772253,17.113933728594,16.9556351158937,16.7792502507411,16.5541197180086
Afghanistan,AFG,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,45.7921058791564,45.5209667513396,45.1186155199624,44.7084445995593,44.2913519225043,43.8079121491391
Afghanistan,AFG,"Population ages 0-14, female",SP.POP.0014.FE.IN,7532118,7684978,7840826,7999492,8161339,8332095
Afghanistan,AFG,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,45.1510241230194,44.9010950494049,44.512913686631,44.1061152522494,43.6923812587332,43.2164172795233
Afghanistan,AFG,"Population ages 0-14, male",SP.POP.0014.MA.IN,7924320,8081758,8240991,8402599,8567283,8740826
Afghanistan,AFG,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,46.4185648485361,46.1264917289167,45.710409275036,45.2973654117382,44.8774172412964,44.3870207038533
Afghanistan,AFG,"Population ages 0-14, total",SP.POP.0014.TO,15456438,15766736,16081817,16402090,16728622,17072920
Afghanistan,AFG,"Population ages 05-09, female",SP.POP.0509.FE,2475840,2505357,2540434,2601052,2677137,2756109
Afghanistan,AFG,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,14.8413383280422,14.6380764187275,14.4222230699979,14.3411962167891,14.3322697822075,14.2952230635692
Afghanistan,AFG,"Population ages 05-09, male",SP.POP.0509.MA,2607425,2637196,2672053,2733278,2810557,2890942
Afghanistan,AFG,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,15.2736041010704,15.051746030061,14.8211083824673,14.7347615110355,14.722348274466,14.6805676665355
Afghanistan,AFG,"Population ages 10-14, female",SP.POP.1014.FE,2251931,2302697,2357074,2396332,2425038,2460777
Afghanistan,AFG,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,13.4991234742174,13.4539899615821,13.3812727785315,13.2124517382953,12.9826376173207,12.7634099293929
Afghanistan,AFG,"Population ages 10-14, male",SP.POP.1014.MA,2373379,2426852,2483519,2524074,2553498,2589997
Afghanistan,AFG,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,13.9026247074391,13.8512114216305,13.7753671639748,13.6069687848091,13.3758187160893,13.1523333193092
Afghanistan,AFG,"Population ages 15-19, female",SP.POP.1519.FE,1952590,2001059,2058203,2116844,2174682,2235198
Afghanistan,AFG,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,11.704731075224,11.6916096323262,11.6845613572556,11.6714597899098,11.6423367423771,11.5933953079705
Afghanistan,AFG,"Population ages 15-19, male",SP.POP.1519.MA,2046188,2101679,2164008,2226271,2286658,2348825
Afghanistan,AFG,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,11.9860266079987,11.9952952083805,12.0031285680098,12.0015525721552,11.9780461487232,11.9276287704425
Afghanistan,AFG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.8020783563802,52.0800436941602,52.4815668980114,52.8844624265785,53.290894238376,53.7751348360726
Afghanistan,AFG,"Population ages 15-64, female",SP.POP.1564.FE.IN,8695137,8963378,9291731,9638249,10000360,10412972
Afghanistan,AFG,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,52.1226988032379,52.3704150541153,52.7498021257446,53.1415902086801,53.5377273073187,54.0093869635419
Afghanistan,AFG,"Population ages 15-64, male",SP.POP.1564.MA.IN,8789878,9075174,9414493,9763360,10127343,10544398
Afghanistan,AFG,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,51.4887711178295,51.796392882747,52.2194908666575,52.6330586008387,53.049379403029,53.54578811145
Afghanistan,AFG,"Population ages 15-64, total",SP.POP.1564.TO,17485014,18038552,18706224,19401609,20127704,20957369
Afghanistan,AFG,"Population ages 20-24, female",SP.POP.2024.FE,1596261,1652965,1718856,1783314,1846563,1918277
Afghanistan,AFG,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,9.5687320508833,9.65779746264559,9.75806771176973,9.83250658056826,9.88572542574947,9.94960562616151
Afghanistan,AFG,"Population ages 20-24, male",SP.POP.2024.MA,1656539,1716932,1784656,1849372,1914064,1988475
Afghanistan,AFG,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,9.70356318098547,9.79935575083896,9.8989746651387,9.9697342770061,10.0263147845601,10.0977257583491
Afghanistan,AFG,"Population ages 25-29, female",SP.POP.2529.FE,1219495,1267829,1330112,1397693,1469806,1553254
Afghanistan,AFG,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.31021813351695,7.40755964245305,7.55113535144069,7.70633814564396,7.86872668499179,8.05632593064394
Afghanistan,AFG,"Population ages 25-29, male",SP.POP.2529.MA,1260173,1310410,1372858,1438528,1508323,1589689
Afghanistan,AFG,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,7.38175920720949,7.4791415787158,7.61484933837837,7.75492540712903,7.90094649098403,8.07263986246807
Afghanistan,AFG,"Population ages 30-34, female",SP.POP.3034.FE,946446,973155,1013635,1061361,1115783,1181664
Afghanistan,AFG,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,5.67343822509621,5.68586502178031,5.75447628409917,5.85193303064139,5.97343355520621,6.12898231476982
Afghanistan,AFG,"Population ages 30-34, male",SP.POP.3034.MA,975750,1002773,1042863,1089029,1141875,1206518
Afghanistan,AFG,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,5.71568177984694,5.72330891729579,5.78445900314862,5.87082249261956,5.98140668437224,6.12684891742333
Afghanistan,AFG,"Population ages 35-39, female",SP.POP.3539.FE,793831,810549,832103,855311,881287,916104
Afghanistan,AFG,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,4.75858982229016,4.73580537793962,4.72390651410791,4.71585268756884,4.71804045909197,4.7515940151235
Afghanistan,AFG,"Population ages 35-39, male",SP.POP.3539.MA,813244,831255,853316,875754,900468,934132
Afghanistan,AFG,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,4.76376473216635,4.7443758614374,4.73309896437044,4.72108351207455,4.71685808303007,4.74364079504068
Afghanistan,AFG,"Population ages 40-44, female",SP.POP.4044.FE,656816,675180,696900,719293,742136,768023
Afghanistan,AFG,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,3.93726108119723,3.9448806952287,3.95634685577212,3.96590182076931,3.97308444825429,3.98353624727891
Afghanistan,AFG,"Population ages 40-44, male",SP.POP.4044.MA,657381,678818,703074,727005,750913,777851
Afghanistan,AFG,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,3.85076061660976,3.87433870972437,3.89974970734849,3.91919616654841,3.93345422824624,3.95002351299687
Afghanistan,AFG,"Population ages 45-49, female",SP.POP.4549.FE,530906,548122,567801,588290,609704,633335
Afghanistan,AFG,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,3.18249488889362,3.20251769369671,3.22344286784657,3.24360448932858,3.26410181823905,3.28494190590941
Afghanistan,AFG,"Population ages 45-49, male",SP.POP.4549.MA,505749,526595,549975,573756,598265,624991
Afghanistan,AFG,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,2.96254057689491,3.00552866665628,3.05055071788195,3.09304718565973,3.13385375871203,3.17378358104986
Afghanistan,AFG,"Population ages 50-54, female",SP.POP.5054.FE,421102,435636,452217,469717,488048,507800
Afghanistan,AFG,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,2.52427856078989,2.54529757840427,2.5672673119678,2.58983863386077,2.61280401274377,2.63382699003575
Afghanistan,AFG,"Population ages 50-54, male",SP.POP.5054.MA,378251,393498,411602,431089,451924,474724
Afghanistan,AFG,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,2.21569110828957,2.24588277939081,2.2830381710091,2.32394984059855,2.36728296392183,2.41070615391026
Afghanistan,AFG,"Population ages 55-59, female",SP.POP.5559.FE,328777,340350,353329,367124,381676,397048
Afghanistan,AFG,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.97084249849696,1.98856622622277,2.00587326896218,2.02418034394646,2.04333300078679,2.05938507038148
Afghanistan,AFG,"Population ages 55-59, male",SP.POP.5559.MA,285528,295032,306220,318379,331813,346903
Afghanistan,AFG,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.67254729542381,1.68388699619271,1.69851445990643,1.71634425861647,1.73811100642213,1.76161744027824
Afghanistan,AFG,"Population ages 60-64, female",SP.POP.6064.FE,248915,258530,268576,279304,290673,302270
Afghanistan,AFG,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.49211246684948,1.51051572341816,1.52472460252282,1.53997468644279,1.55614115987827,1.56779355526706
Afghanistan,AFG,"Population ages 60-64, male",SP.POP.6064.MA,211078,218184,225923,234174,243041,252293
Afghanistan,AFG,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.23643601240446,1.24527841411447,1.25312727146565,1.26240288843111,1.27310525405716,1.28117331949104
Afghanistan,AFG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.40581576446341,2.39898955450016,2.39981758202619,2.4070929738622,2.41775383911968,2.41695301478831
Afghanistan,AFG,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,454799,466990,482165,499182,517390,534863
Afghanistan,AFG,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.72627707374275,2.72848989647975,2.73728418762442,2.75229453907048,2.76989143394811,2.7741957569348
Afghanistan,AFG,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,357248,363928,373212,383903,395783,407078
Afghanistan,AFG,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2.09266403363441,2.07711538833622,2.07009985830644,2.06957598742309,2.07320335567457,2.06719118469678
Afghanistan,AFG,"Population ages 65 and above, total",SP.POP.65UP.TO,812047,830919,855377,883085,913174,941940
Afghanistan,AFG,"Population ages 65-69, female",SP.POP.6569.FE,197568,199204,201873,205568,210945,218619
Afghanistan,AFG,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.18431462889146,1.16389405262698,1.14604420098143,1.13342002389987,1.12931361028063,1.13392009203353
Afghanistan,AFG,"Population ages 65-69, male",SP.POP.6569.MA,156496,157761,160425,164675,170029,175929
Afghanistan,AFG,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,0.916709132803077,0.900418078769074,0.889831435668765,0.88774242935763,0.890651426064261,0.893389779421658
Afghanistan,AFG,"Population ages 70-74, female",SP.POP.7074.FE,130855,137341,144586,151760,157700,160542
Afghanistan,AFG,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,0.784402831461966,0.802446506122444,0.820821923843022,0.836746192015001,0.844259566292029,0.83268715187244
Afghanistan,AFG,"Population ages 70-74, male",SP.POP.7074.MA,105750,109129,112590,115289,117589,119073
Afghanistan,AFG,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,0.619455452673882,0.622848957023288,0.624504418525456,0.621511345434501,0.615961135248595,0.604667798970465
Afghanistan,AFG,"Population ages 75-79, female",SP.POP.7579.FE,76061,78566,81491,84959,89096,93547
Afghanistan,AFG,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.455945066954737,0.459038325633665,0.462627227384003,0.468431205372974,0.476985240634989,0.485204043790616
Afghanistan,AFG,"Population ages 75-79, male",SP.POP.7579.MA,59181,60765,62657,64819,67298,69685
Afghanistan,AFG,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.346666601841068,0.346818001695236,0.347537624117064,0.349431161551737,0.352522567745929,0.353869269870222
Afghanistan,AFG,"Population ages 80 and above, female",SP.POP.80UP.FE,50316,51878,54216,56895,59648,62155
Afghanistan,AFG,"Population ages 80 and above, male",SP.POP.80UP.MA,35822,36274,37541,39120,40867,42391
Afghanistan,AFG,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.209832846316382,0.207030350848626,0.208226379995158,0.21089105107922,0.214068226615784,0.215264336434435
Afghanistan,AFG,"Population ages 80 and older, female (% of female population)",SP.POP.80UP.FE.5Y,0.301614546434586,0.303111012096659,0.307790835415966,0.31369711778264,0.319333016740457,0.322384469238218
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,3.12134122890873,2.58154939895659,2.86649214750073,2.88520797304849,2.90852909268743,3.13474690779163
Afghanistan,AFG,"Population, female",SP.POP.TOTL.FE.IN,16682054,17115346,17614722,18136922,18679089,19279930
Afghanistan,AFG,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.4231842452837,49.4146082450656,49.4192840877382,49.4372087779621,49.4554852316151,49.4709437976734
Afghanistan,AFG,"Population, male",SP.POP.TOTL.MA.IN,17071446,17520861,18028696,18549862,19090409,19692301
Afghanistan,AFG,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.5768187173721,50.5853917549344,50.5807159122618,50.5627912220379,50.5445121207459,50.5290587682563
Afghanistan,AFG,"Population, total",SP.POP.TOTL,33753499,34636207,35643418,36686784,37769499,38972230
Afghanistan,AFG,"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,2.5,2.3,2.1,2,1.9,1.8
Afghanistan,AFG,"Probability of dying among adolescents ages 10-19 years (per 1,000)",SH.DYN.1019,15.8,16,15.8,15.6,15.2,14.8
Afghanistan,AFG,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,13.3,13.7,13.7,13.7,13.4,13
Afghanistan,AFG,"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509,3.5,3.1,2.8,2.7,2.5,2.4
Afghanistan,AFG,"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024,17.5,18,18.2,18.2,18.1,17.9
Afghanistan,AFG,"Probability of dying at age 5-14 years (per 1,000 children age 5)",SH.DYN.0514,..,..,..,..,..,..
Afghanistan,AFG,Rural population,SP.RUR.TOTL,25381619,25970228,26643455,27333488,28042342,28829317
Afghanistan,AFG,Rural population (% of total population),SP.RUR.TOTL.ZS,75.197,74.98,74.75,74.505,74.246,73.974
Afghanistan,AFG,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.8345107080401,2.29255543590673,2.55927244581557,2.5569087661644,2.56029650995767,2.76772385533188
Afghanistan,AFG,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.056,1.055,1.054,1.053,1.053,1.052
Afghanistan,AFG,Urban population,SP.URB.TOTL,8371880,8665979,8999963,9353296,9727157,10142913
Afghanistan,AFG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,24.803,25.02,25.25,25.495,25.754,26.026
Afghanistan,AFG,Urban population growth (annual %),SP.URB.GROW,3.99600796676125,3.45264290630202,3.7815566165204,3.85083283346822,3.9192869845162,4.18535706165902
Africa Eastern and Southern,AFE,Age dependency ratio (% of working-age population),SP.POP.DPND,84.9575510528997,84.4394681304857,83.9309804493519,83.3423883039182,82.6920587226978,81.9689633250994
Africa Eastern and Southern,AFE,"Age dependency ratio, old",SP.POP.DPND.OL,5.54414747774553,5.58459980363562,5.63177710618492,5.67701712388147,5.71842422318594,5.73311054063037
Africa Eastern and Southern,AFE,"Age dependency ratio, young",SP.POP.DPND.YG,78.311969297195,77.798386435878,77.2970242733049,76.69067933267,76.0285640028113,75.3108615538635
Africa Eastern and Southern,AFE,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,..,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,..,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,..,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,..,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,..,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,..,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,..,..,..,..,..,..
